"中分類コード","中分類名称","NO（項番）","名称","住所","緯度","経度","電話番号","施設概要","名称_カナ","災害種別_洪水","災害種別_崖崩れ、土石流及び地滑り","災害種別_高潮","災害種別_地震","災害種別_津波","災害種別_大規模な火事","災害種別_内水氾濫","災害種別_火山現象","指定避難所との重複","想定収容人数","対象となる町会・自治会","URL","備考","地図掲載","オープンデータ公開","所管所属","分類"
"1","災害時避難場所","102","山田小学校","埼玉県川越市山田167","35.940968","139.47686","","","ヤマダショウガッコウ","1","","","1","","1","1","","1","","山田地区","http://www.city.kawagoe.saitama.jp/shisetsu/hinanbashoichiran/index.html","","継続掲載","する","防災危機管理室","避難場所"
"1","災害時避難場所","103","山田中学校","埼玉県川越市山田550","35.939227","139.474352","","","ヤマダチュウガッコウ","1","","","1","","1","1","","1","","山田地区","http://www.city.kawagoe.saitama.jp/shisetsu/hinanbashoichiran/index.html","","継続掲載","する","防災危機管理室","避難場所"
"1","災害時避難場所","15","山村学園高等学校　第一運動場","埼玉県川越市野田1311-84","35.918805","139.470337","","","ヤマムラガクエンコウトウガッコウ　ダイイチウンドウジョウ","1","","","1","","1","1","","","","本庁南地区","http://www.city.kawagoe.saitama.jp/shisetsu/hinanbashoichiran/index.html","","継続掲載","する","防災危機管理室","避難場所"
"1","災害時避難場所","30","サンライフ川越・芳野台体育館","埼玉県川越市芳野台1丁目103-57","35.947941","139.52411","049-225-5445","","サンライフカワゴエ・ヨシノダイタイイクカン","1","","","1","","1","1","","","","芳野地区","http://www.city.kawagoe.saitama.jp/shisetsu/hinanbashoichiran/index.html","","継続掲載","する","防災危機管理室","避難場所"
"1","災害時避難場所","31","伊佐沼公園","埼玉県川越市伊佐沼584","35.923359","139.513877","","","イサヌマコウエン","1","","","1","","1","1","","","","芳野地区","http://www.city.kawagoe.saitama.jp/shisetsu/hinanbashoichiran/index.html","","継続掲載","する","防災危機管理室","避難場所"
"1","災害時避難場所","42","川越東高等学校","埼玉県川越市久下戸6060","35.893937","139.551004","","","カワゴエヒガシコウトウガッコウ","1","","","1","","1","1","","","","南古谷地区","http://www.city.kawagoe.saitama.jp/shisetsu/hinanbashoichiran/index.html","","継続掲載","する","防災危機管理室","避難場所"
"1","災害時避難場所","41","東邦音楽大学","埼玉県川越市今泉84","35.896806","139.52297","","","トウホウオンガクダイガク","1","","","1","","1","1","","","","南古谷地区","http://www.city.kawagoe.saitama.jp/shisetsu/hinanbashoichiran/index.html","","継続掲載","する","防災危機管理室","避難場所"
"1","災害時避難場所","69","尚美学園大学　川越キャンパス","埼玉県川越市豊田町１丁目１-１","35.906572","139.460495","","","ショウビガクエンダイガク　カワゴエキャンパス","1","","","1","","1","1","","","","霞ケ関地区","http://www.city.kawagoe.saitama.jp/shisetsu/hinanbashoichiran/index.html","","継続掲載","する","防災危機管理室","避難場所"
"1","災害時避難場所","82","特別支援学校塙保己一学園","埼玉県川越市笠幡８５-１","35.908195","139.420875","","","トクベツシエンガッコウハナワホキイチガクエン","1","","","1","","1","1","","","","霞ケ関地区","http://www.city.kawagoe.saitama.jp/shisetsu/hinanbashoichiran/index.html","","継続掲載","する","防災危機管理室","避難場所"
"1","災害時避難場所","81","東京国際大学　第２キャンバス","埼玉県川越市的場２５０９","35.920104","139.445802","","","トウキョウコクサイダイガク　ダイニキャンバス","1","","","1","","1","1","","","","霞ケ関地区","http://www.city.kawagoe.saitama.jp/shisetsu/hinanbashoichiran/index.html","","継続掲載","する","防災危機管理室","避難場所"
"1","災害時避難場所","104","城西大学付属川越高等学校","埼玉県川越市福田１７９-１","35.954168","139.478568","","","ジョウサイダイガクフゾクカワゴエコウトウガッコウ","1","","","1","","1","1","","","","山田地区","http://www.city.kawagoe.saitama.jp/shisetsu/hinanbashoichiran/index.html","","継続掲載","する","防災危機管理室","避難場所"
"1","災害時避難場所","105","北部地域ふれあいセンター　","埼玉県川越市山田１５７８-１","35.943576","139.480411","","","ホクブチイキフレアイセンター　　","1","","","1","","1","1","","","","山田地区","http://www.city.kawagoe.saitama.jp/shisetsu/hinanbashoichiran/index.html","","継続掲載","する","防災危機管理室","避難場所"
"1","災害時避難場所","101","なぐわし公園","埼玉県川越市鯨井１２１６","35.940068","139.451466","","","ナグワシコウエン","1","","","1","","1","1","","","","名細地区","http://www.city.kawagoe.saitama.jp/shisetsu/hinanbashoichiran/index.html","","","する","防災危機管理室","避難場所"
